iter	Logloss
366	0.4050667245
367	0.4050585162
368	0.4050507679
369	0.4050428427
370	0.4050349175
371	0.4050272753
372	0.4050195272
373	0.4050119203
374	0.4050043487
375	0.4049968482
376	0.4049893123
377	0.4049819176
378	0.4049746999
379	0.4049672705
380	0.4049598755
381	0.4049527642
382	0.4049455112
383	0.4049384351
384	0.4049313238
385	0.4049242475
386	0.4049173838
387	0.4049103784
388	0.4049034439
389	0.4048967215
390	0.4048897517
391	0.4048830647
392	0.4048763072
393	0.4048696911
394	0.4048629332
395	0.4048562466
396	0.4048498071
397	0.4048432974
398	0.4048368227
399	0.4048303834
400	0.4048240502
401	0.4048176113
402	0.4048113133
403	0.404805157
404	0.4047988595
405	0.4047927033
406	0.4047866179
407	0.4047804615
408	0.4047743053
409	0.4047683614
410	0.4047622761
411	0.4047562614
412	0.4047503885
413	0.4047444444
414	0.404738642
415	0.4047328043
416	0.4047270726
417	0.4047214116
418	0.4047157153
419	0.404709807
420	0.4047042521
421	0.4046986621
422	0.4046930721
423	0.4046875526
424	0.4046820686
425	0.4046765139
426	0.4046710301
427	0.404665652
428	0.4046603099
429	0.4046549322
430	0.4046495542
431	0.4046443884
432	0.4046391171
433	0.4046338454
434	0.4046287503
435	0.4046235141
436	0.4046183485
437	0.4046132538
438	0.4046082298
439	0.4046030291
440	0.4045979695
441	0.4045931578
442	0.4045882399
443	0.4045831804
444	0.4045782272
445	0.4045733447
446	0.404568533
447	0.4045637213
448	0.4045589804
449	0.4045541333
450	0.4045494982
451	0.4045447574
452	0.4045400164
453	0.4045352755
454	0.4045307468
455	0.4045261119
456	0.4045213357
457	0.4045169483
458	0.404512455
459	0.4045079265
460	0.4045033977
461	0.4044987982
462	0.4044945173
463	0.4044900948
464	0.4044856015
465	0.4044811788
466	0.4044770394
467	0.4044725814
468	0.4044683002
469	0.4044640195
470	0.4044597738
471	0.404455422
472	0.4044512825
473	0.4044471076
474	0.4044429327
475	0.4044387224
476	0.4044346537
477	0.4044304082
478	0.4044263748
479	0.4044224475
480	0.4044183079
481	0.4044141333
482	0.4044102412
483	0.4044062788
484	0.4044020333
485	0.4043981767
486	0.4043941436
487	0.4043903221
488	0.4043864304
489	0.404382468
490	0.4043783639
491	0.4043747903
492	0.4043708277
493	0.4043667591
494	0.4043630796
495	0.4043591878
496	0.4043552607
497	0.4043517226
498	0.4043480077
499	0.4043441511
500	0.4043404717
501	0.4043367569
502	0.4043331127
503	0.404329433
504	0.4043256122
505	0.404322074
506	0.4043184652
507	0.4043148211
508	0.4043111772
509	0.4043075683
510	0.4043039949
511	0.4043005631
512	0.4042970603
513	0.4042935577
514	0.4042900905
515	0.4042865172
516	0.4042832269
517	0.4042797241
518	0.4042764336
519	0.4042731083
520	0.4042697117
521	0.4042664213
522	0.4042631307
523	0.4042599113
524	0.4042566918
525	0.4042533658
526	0.4042500401
527	0.4042469976
528	0.4042437423
529	0.4042403813
530	0.4042372679
531	0.4042339777
532	0.4042308641
533	0.4042277505
534	0.4042246727
535	0.4042215238
536	0.4042184457
537	0.4042152263
538	0.4042122542
539	0.4042093177
540	0.4042061333
541	0.4042031615
542	0.4042001189
543	0.4041971469
544	0.4041940335
545	0.4041910263
546	0.4041881249
547	0.4041852593
548	0.4041821812
549	0.40417928
550	0.4041764495
551	0.4041735483
552	0.4041705412
553	0.4041676045
554	0.4041647035
555	0.4041619084
556	0.4041590425
557	0.4041562477
558	0.4041534524
559	0.4041505867
560	0.4041478625
561	0.4041448194
562	0.4041420943
563	0.4041393701
564	0.4041367519
565	0.4041339216
566	0.4041312326
567	0.4041284731
568	0.4041258195
569	0.4041229892
570	0.4041203355
571	0.4041176114
572	0.404114958
573	0.4041124105
574	0.4041095802
575	0.4041070681
576	0.4041044149
577	0.4041019026
578	0.404099214
579	0.4040965249
580	0.4040940129
581	0.4040913241
582	0.4040888121
583	0.4040863708
584	0.4040837883
585	0.4040811346
586	0.4040786226
587	0.4040761107
588	0.4040735634
589	0.4040710869
590	0.4040686455
591	0.4040661333
592	0.4040635863
593	0.4040612156
594	0.4040587744
595	0.404056298
596	0.4040538921
597	0.4040514158
598	0.4040490802
599	0.4040466037
600	0.4040442332
601	0.4040418274
602	0.4040394924
603	0.4040371219
604	0.4040348576
605	0.4040324164
606	0.404030152
607	0.4040276401
608	0.4040253757
609	0.4040230052
610	0.4040207763
611	0.4040185118
612	0.4040161063
613	0.4040137711
614	0.4040117543
615	0.4040092424
616	0.4040070488
617	0.4040048199
618	0.4040025203
619	0.4040003974
620	0.4039982393
621	0.4039958689
622	0.4039937106
623	0.4039914817
624	0.403989359
625	0.4039871652
626	0.4039849718
627	0.4039827076
628	0.4039806907
629	0.403978391
630	0.4039763744
631	0.4039742515
632	0.4039721287
633	0.4039698642
634	0.4039678477
635	0.4039657604
636	0.4039636729
637	0.4039615503
638	0.4039594274
639	0.4039573046
640	0.4039552525
641	0.4039532358
642	0.4039511484
643	0.4039491318
644	0.4039470443
645	0.403945063
646	0.4039430111
647	0.4039409942
648	0.4039390483
649	0.4039370317
650	0.4039349443
651	0.403932963
652	0.4039310526
653	0.4039290712
654	0.4039270899
655	0.4039251794
656	0.403923198
657	0.4039212521
658	0.4039193768
659	0.4039173251
660	0.4039154853
661	0.4039135746
662	0.4039116642
663	0.4039097534
664	0.4039079139
665	0.4039058971
666	0.4039041281
667	0.4039021822
668	0.4039002011
669	0.4038984319
670	0.4038965922
671	0.4038946817
672	0.4038928773
673	0.4038911081
674	0.4038891624
675	0.4038872874
676	0.4038855536
677	0.403883714
678	0.4038819451
679	0.4038802113
680	0.4038782301
681	0.4038764257
682	0.4038748336
683	0.4038729228
684	0.4038711186
685	0.4038693495
686	0.4038676515
687	0.4038658117
688	0.4038640424
689	0.4038623443
690	0.4038606462
691	0.4038588062
692	0.403857108
693	0.4038555161
694	0.4038536408
695	0.4038519781
696	0.4038503505
697	0.4038486168
698	0.4038469187
699	0.4038452203
700	0.403843593
701	0.4038418238
702	0.4038401964
703	0.4038385336
704	0.4038368707
705	0.4038353138
706	0.4038336155
707	0.4038319879
708	0.4038302192
709	0.4038285918
710	0.4038270351
711	0.4038253368
712	0.4038237799
713	0.4038222586
714	0.4038206665
715	0.4038189329
716	0.4038173763
717	0.4038157842
718	0.403814192
719	0.4038125998
720	0.4038110433
721	0.4038094864
722	0.4038078234
723	0.4038062669
724	0.4038046747
725	0.403803189
726	0.4038015613
727	0.4038001107
728	0.4037985893
729	0.4037970684
730	0.403795476
731	0.4037939899
732	0.4037925041
733	0.4037910181
734	0.4037893549
735	0.4037879047
736	0.4037864184
737	0.4037850032
738	0.4037833758
739	0.403781996
740	0.4037804746
741	0.4037790594
742	0.4037775735
743	0.4037760874
744	0.4037747076
745	0.4037731863
746	0.4037715943
747	0.4037701438
748	0.4037688699
749	0.4037673842
750	0.4037659688
751	0.4037644828
752	0.4037630678
753	0.4037617939
754	0.4037603081
755	0.4037587513
756	0.4037573714
757	0.403756204
758	0.4037547181
759	0.4037531611
760	0.4037517459
761	0.4037505785
762	0.4037492696
763	0.4037477128
764	0.4037462975
765	0.4037450239
766	0.4037436794
767	0.4037423349
768	0.403740849
769	0.4037395045
770	0.4037383017
771	0.4037369571
772	0.4037354358
773	0.4037340206
774	0.4037327823
775	0.4037315794
776	0.4037302351
777	0.4037288199
778	0.4037274752
779	0.4037262372
780	0.4037249986
781	0.4037235127
782	0.4037222388
783	0.403720965
784	0.4037197625
785	0.4037184887
786	0.4037170381
787	0.4037157291
788	0.4037145969
789	0.4037133942
790	0.403711979
791	0.4037107052
792	0.4037094668
793	0.4037082286
794	0.4037070962
795	0.4037057164
796	0.4037044781
797	0.4037032401
798	0.4037020018
799	0.4037007632
800	0.4036994188
801	0.4036981805
802	0.403697013
803	0.4036957747
804	0.4036946071
805	0.4036933686
806	0.4036921658
807	0.4036909276
808	0.4036897599
809	0.403688451
810	0.4036871773
811	0.4036860451
812	0.4036848068
813	0.4036836746
814	0.4036825424
815	0.4036813396
816	0.4036801366
817	0.4036788985
818	0.4036778724
819	0.4036766694
820	0.4036753958
821	0.4036742989
822	0.4036731314
823	0.4036719286
824	0.4036707609
825	0.4036695933
826	0.4036685319
827	0.4036673998
828	0.4036662679
829	0.4036650648
830	0.4036638972
831	0.4036628004
832	0.4036616327
833	0.4036605008
834	0.4036594392
835	0.4036583779
836	0.4036572458
837	0.4036560429
838	0.4036549106
839	0.4036538846
840	0.4036528232
841	0.4036514789
842	0.4036505588
843	0.403649356
844	0.4036482593
845	0.4036472331
846	0.4036461012
847	0.4036450042
848	0.4036439783
849	0.4036428461
850	0.4036418554
851	0.4036408649
852	0.4036396619
853	0.4036386005
854	0.4036375392
855	0.4036364776
856	0.4036354871
857	0.4036344259
858	0.4036332934
859	0.4036322318
860	0.4036312768
861	0.4036301798
862	0.4036292244
863	0.4036281632
864	0.403626996
865	0.4036258991
866	0.4036249436
867	0.4036239883
868	0.4036229977
869	0.403621901
870	0.4036209105
871	0.403619884
872	0.4036189644
873	0.4036179385
874	0.4036169124
875	0.4036158509
876	0.4036147543
877	0.4036137283
878	0.403612773
879	0.4036119238
880	0.4036108977
881	0.4036099073
882	0.4036088812
883	0.4036078905
884	0.4036069707
885	0.4036059094
886	0.4036048833
887	0.4036039279
888	0.4036027956
889	0.4036018406
890	0.40360085
891	0.4035999653
892	0.4035988333
893	0.4035979132
894	0.4035968521
895	0.4035958615
896	0.4035949063
897	0.4035938446
898	0.4035928894
899	0.4035919342
900	0.4035908372
901	0.403589882
902	0.4035889624
903	0.4035880423
904	0.4035871581
905	0.4035861674
906	0.4035851059
907	0.4035840803
908	0.403583266
909	0.4035823463
910	0.403581285
911	0.4035803296
912	0.4035793744
913	0.4035783837
914	0.4035773223
915	0.4035764378
916	0.4035755179
917	0.4035746338
918	0.4035737138
919	0.403572723
920	0.4035717327
921	0.4035708832
922	0.4035699631
923	0.4035690788
924	0.4035681946
925	0.4035673099
926	0.4035664254
927	0.4035654699
928	0.4035646562
929	0.4035637367
930	0.4035628871
931	0.403562003
932	0.4035611184
933	0.4035603047
934	0.403559314
935	0.4035584651
936	0.4035575095
937	0.4035566959
938	0.4035558825
939	0.4035549624
940	0.4035541486
941	0.4035531934
942	0.4035523443
943	0.4035515658
944	0.4035508227
945	0.4035499384
946	0.4035490186
947	0.4035482046
948	0.4035473909
949	0.4035466126
950	0.4035457283
951	0.4035449147
952	0.4035441361
953	0.4035432516
954	0.4035424732
955	0.4035415887
956	0.4035407043
957	0.4035398903
958	0.4035391121
959	0.4035383336
960	0.4035375553
961	0.4035367414
962	0.4035358925
963	0.4035351142
964	0.4035342294
965	0.4035334865
966	0.4035326729
967	0.40353193
968	0.4035310452
969	0.4035301611
970	0.4035293472
971	0.4035285687
972	0.4035278967
973	0.4035270119
974	0.4035262336
975	0.403525455
976	0.4035246063
977	0.4035238279
978	0.4035230495
979	0.4035221651
980	0.4035213514
981	0.403520679
982	0.4035199362
983	0.4035190871
984	0.4035183087
985	0.4035174948
986	0.4035167517
987	0.4035160444
988	0.4035153719
989	0.4035145584
990	0.40351378
991	0.4035130018
992	0.4035121525
993	0.4035113741
994	0.4035107021
995	0.4035098884
996	0.4035092514
997	0.4035084022
998	0.4035076949
999	0.4035069518
